TransportID,OrderID,Type,Capacity,AssignedTo,CurrentStatus
TR0754,OR0754,Ship,5075.68,Anderson-Alvarez,Pending
TR0755,OR0755,Ship,3041.13,Brown LLC,Delivered
TR0756,OR0756,Pipeline,17873.93,Carey-Potter,In Transit
TR0757,OR0757,Pipeline,6064.15,Hill-Barnett,Pending
TR0758,OR0758,Tanker Truck,6223.44,Smith PLC,Pending
TR0759,OR0759,Rail Tanker,11136.87,Brown LLC,In Transit
TR0760,OR0760,Ship,1490.95,Perry-Johnson,Pending
TR0761,OR0761,Tanker Truck,19786.55,"Berry, Eaton and Lee",Delivered
TR0762,OR0762,Tanker Truck,18960.51,Anderson Ltd,Pending
TR0763,OR0763,Ship,3916.38,Woodard and Sons,Pending
TR0764,OR0764,Rail Tanker,12556.32,White Ltd,Pending
TR0765,OR0765,Ship,9506.46,Merritt-Elliott,In Transit
TR0766,OR0766,Tanker Truck,7037.19,Owens-Woodard,Delivered
TR0767,OR0767,Pipeline,10776.85,Mitchell LLC,Delivered
TR0768,OR0768,Rail Tanker,6669.07,"Cobb, King and Willis",Delivered
TR0769,OR0769,Ship,10189.24,Scott LLC,Delivered
TR0770,OR0770,Pipeline,2935.2,Alexander Group,Delivered
TR0771,OR0771,Pipeline,2669.36,Mendoza-George,Pending
TR0772,OR0772,Ship,1480.87,Watson-Anderson,Delivered
TR0773,OR0773,Pipeline,13310.77,"Jensen, Robertson and Williams",Pending
TR0774,OR0774,Tanker Truck,12472.79,Reese and Sons,In Transit
TR0775,OR0775,Pipeline,10269.24,White-Adams,Delivered
TR0776,OR0776,Rail Tanker,14615.13,Hess-Dickerson,Pending
TR0777,OR0777,Rail Tanker,4257.93,"Vaughn, Hess and Bryant",In Transit
TR0778,OR0778,Rail Tanker,15047.13,Barton-Fuller,Delivered
TR0779,OR0779,Ship,8005.2,Moore-Chavez,Pending
TR0780,OR0780,Ship,18323.26,Montgomery-Hughes,Pending
TR0781,OR0781,Pipeline,4684.66,"Crawford, Parker and Sweeney",Pending
TR0782,OR0782,Pipeline,7345.7,"Swanson, Grant and Clark",In Transit
TR0783,OR0783,Tanker Truck,15157.11,Stevens Group,Delivered
TR0784,OR0784,Ship,18443.43,Russell and Sons,Delivered
TR0785,OR0785,Ship,8441.48,Gibson-Morales,In Transit
TR0786,OR0786,Pipeline,7955.53,"Wheeler, Mckinney and Poole",Pending
TR0787,OR0787,Ship,4823.11,"Holden, Mccann and Anderson",Pending
TR0788,OR0788,Pipeline,4534.06,"Dalton, Carter and Martin",Pending
TR0789,OR0789,Tanker Truck,12534.16,"Manning, Murphy and Stephenson",Delivered
TR0790,OR0790,Ship,2312.96,Reyes-Castro,Delivered
TR0791,OR0791,Ship,2213.14,Salazar Group,Delivered
TR0792,OR0792,Tanker Truck,11940.58,Cantrell Inc,Delivered
TR0793,OR0793,Ship,1141.95,Duncan PLC,Delivered
TR0794,OR0794,Pipeline,3110.09,Garcia-Armstrong,Pending
TR0795,OR0795,Pipeline,16294.74,Mclean-Mitchell,Pending
TR0796,OR0796,Pipeline,4069.9,Robinson-Campbell,Pending
TR0797,OR0797,Rail Tanker,8457.21,Stokes and Sons,In Transit
TR0798,OR0798,Rail Tanker,6066.56,"Gregory, Sullivan and Weber",Pending
TR0799,OR0799,Ship,19136.9,Hunter and Sons,Delivered
TR0800,OR0800,Ship,14264.37,Gomez-Washington,Delivered
TR0801,OR0801,Rail Tanker,6210.15,Davidson-Murray,Pending
TR0802,OR0802,Rail Tanker,11546.62,"Soto, Gray and Leach",Pending
TR0803,OR0803,Ship,3033.24,Harris-Gross,In Transit
TR0804,OR0804,Tanker Truck,6949.9,Perez-Rogers,Delivered
TR0805,OR0805,Rail Tanker,12920.06,Martinez LLC,Pending
TR0806,OR0806,Pipeline,17953.37,"Miller, Scott and Torres",Pending
TR0807,OR0807,Pipeline,7050.33,"Reyes, Johnson and Sawyer",Delivered
TR0808,OR0808,Pipeline,12733.92,"Johnson, Scott and Bridges",In Transit
TR0809,OR0809,Ship,2004.71,"Smith, Robinson and Buchanan",Pending
TR0810,OR0810,Pipeline,18498.81,"Allen, Woodward and Huff",Delivered
TR0811,OR0811,Ship,15354.28,Smith-Wiley,In Transit
TR0812,OR0812,Ship,2986.71,James-Walsh,Delivered
TR0813,OR0813,Pipeline,17963.5,Miller-Rodriguez,Pending
TR0814,OR0814,Pipeline,12395.77,Garcia PLC,Pending
TR0815,OR0815,Rail Tanker,4721.44,"Franco, Montes and Alvarez",In Transit
TR0816,OR0816,Pipeline,15312.12,"Ellis, Fritz and Hughes",In Transit
TR0817,OR0817,Pipeline,9075.58,Jones PLC,Pending
TR0818,OR0818,Ship,19775.29,Jones LLC,In Transit
TR0819,OR0819,Pipeline,9712.54,"Lyons, Rodriguez and Ortiz",Delivered
TR0820,OR0820,Ship,3444.51,Robinson-Wood,Pending
TR0821,OR0821,Rail Tanker,11736.93,"Ross, Howell and Peterson",In Transit
TR0822,OR0822,Ship,12268.72,"Wilson, Beasley and Ho",In Transit
TR0823,OR0823,Pipeline,5438.77,"Ramirez, Howard and Giles",Delivered
TR0824,OR0824,Rail Tanker,10142.61,Vasquez PLC,In Transit
TR0825,OR0825,Pipeline,8751.38,Love-Aguilar,In Transit
TR0826,OR0826,Pipeline,3454.69,"Johnston, Cruz and Gonzales",In Transit
TR0827,OR0827,Tanker Truck,1272.68,"Harris, Villegas and Ray",Delivered
TR0828,OR0828,Ship,1670.17,"Short, Reed and Robinson",Delivered
TR0829,OR0829,Rail Tanker,19264.92,Wilson-Smith,In Transit
TR0830,OR0830,Pipeline,4516.16,Collins-Schneider,In Transit
TR0831,OR0831,Tanker Truck,7971.38,"Ramos, Freeman and Mccullough",Pending
TR0832,OR0832,Rail Tanker,3988.71,King-Guzman,Delivered
TR0833,OR0833,Tanker Truck,16977.99,Bradshaw-Hansen,Pending
TR0834,OR0834,Ship,18739.71,"Johnson, Cruz and Williams",In Transit
TR0835,OR0835,Tanker Truck,2664.14,Ortiz-Barton,In Transit
TR0836,OR0836,Ship,13293.73,"Washington, Delgado and Walter",In Transit
TR0837,OR0837,Ship,12178.56,"Rivera, Chang and Foster",Pending
TR0838,OR0838,Ship,9232.05,Nguyen PLC,In Transit
TR0839,OR0839,Tanker Truck,12505.47,Delgado-Carr,Delivered
TR0840,OR0840,Pipeline,14184.48,Padilla-Wood,Delivered
TR0841,OR0841,Rail Tanker,3366.46,Nielsen Inc,Pending
TR0842,OR0842,Pipeline,15762.72,Miller-Cooper,In Transit
TR0843,OR0843,Pipeline,14252.49,"Chavez, Williams and Gray",In Transit
TR0844,OR0844,Ship,2276.76,Gardner-Lindsey,In Transit
TR0845,OR0845,Tanker Truck,17722.53,Davis and Sons,In Transit
TR0846,OR0846,Pipeline,1330.57,"Reeves, Owens and Mckee",In Transit
TR0847,OR0847,Ship,6460.22,Andersen PLC,Pending
TR0848,OR0848,Tanker Truck,19758.77,Wheeler Inc,In Transit
TR0849,OR0849,Tanker Truck,5889.28,"Odonnell, Wright and Young",Delivered
TR0850,OR0850,Pipeline,19177.21,Mitchell-Fernandez,Delivered
TR0851,OR0851,Ship,19942.89,"Williams, Booker and Kline",In Transit
TR0852,OR0852,Tanker Truck,4501.16,Lowe-Kelly,In Transit
TR0853,OR0853,Rail Tanker,1762.32,Lopez PLC,Delivered
TR0854,OR0854,Tanker Truck,2185.48,Brown PLC,Pending
TR0855,OR0855,Pipeline,14889.35,"Powers, Green and Maldonado",Delivered
TR0856,OR0856,Rail Tanker,3599.56,Thompson and Sons,In Transit
TR0857,OR0857,Ship,6966.3,Romero-Grant,Pending
TR0858,OR0858,Rail Tanker,13947.87,"Ellis, Haley and Williams",In Transit
TR0859,OR0859,Ship,3527.06,Price Ltd,In Transit
TR0860,OR0860,Pipeline,2832.27,"Dyer, Ball and Hood",Delivered
TR0861,OR0861,Pipeline,6590.98,Thompson-Parker,Delivered
TR0862,OR0862,Tanker Truck,9588.3,Hurst and Sons,In Transit
TR0863,OR0863,Rail Tanker,7332.18,Morgan LLC,Pending
TR0864,OR0864,Tanker Truck,13109.46,Jacobs-Carter,Pending
TR0865,OR0865,Tanker Truck,6770.26,Boyd PLC,Delivered
TR0866,OR0866,Tanker Truck,19986.58,Robertson-Acosta,Delivered
TR0867,OR0867,Ship,1224.86,Fisher LLC,Pending
TR0868,OR0868,Tanker Truck,14792.89,"Olson, Wells and Price",Delivered
TR0869,OR0869,Ship,1835.61,"Morris, Lyons and Adams",Pending
TR0870,OR0870,Rail Tanker,8700.05,Brown-Hayes,Delivered
TR0871,OR0871,Tanker Truck,11259.72,Holmes-Stewart,In Transit
TR0872,OR0872,Ship,1690.28,Calderon-Wallace,Delivered
TR0873,OR0873,Rail Tanker,4311.14,"Meyer, Hill and Hernandez",Pending
TR0874,OR0874,Rail Tanker,8370.29,"Lawson, Francis and Hobbs",Delivered
TR0875,OR0875,Pipeline,11464.69,Butler Ltd,Pending
TR0876,OR0876,Rail Tanker,15410.01,Kelly-Mcmahon,Pending
TR0877,OR0877,Tanker Truck,18495.8,Mccarthy Group,Delivered
TR0878,OR0878,Rail Tanker,1536.83,Wilson-Perry,In Transit
TR0879,OR0879,Pipeline,11464.48,Moyer Inc,Pending
TR0880,OR0880,Tanker Truck,7153.36,Manning-Lopez,Pending
TR0881,OR0881,Rail Tanker,16635.66,Knight-Brown,In Transit
TR0882,OR0882,Rail Tanker,15540.12,Wilson PLC,Delivered
TR0883,OR0883,Ship,2370.27,"Perez, Robles and Harris",Pending
TR0884,OR0884,Pipeline,16395.59,"Henderson, Ortiz and Barton",In Transit
TR0885,OR0885,Tanker Truck,13319.4,Williams Inc,In Transit
TR0886,OR0886,Tanker Truck,7957.86,"Bryant, Marshall and Clark",In Transit
TR0887,OR0887,Pipeline,17114.2,Sanchez PLC,Delivered
TR0888,OR0888,Pipeline,4530.08,Morris-Green,Pending
TR0889,OR0889,Ship,7922.29,Guerrero Inc,In Transit
TR0890,OR0890,Ship,8412.61,Jones PLC,Delivered
TR0891,OR0891,Tanker Truck,1987.42,Smith-Fields,In Transit
TR0892,OR0892,Tanker Truck,9095.37,Cohen-Miller,Delivered
TR0893,OR0893,Ship,7119.79,Vega and Sons,Pending
TR0894,OR0894,Rail Tanker,4289.58,Johnson Group,In Transit
TR0895,OR0895,Rail Tanker,9985.98,Porter LLC,Pending
TR0896,OR0896,Tanker Truck,17050.31,Thompson-Lewis,Delivered
TR0897,OR0897,Rail Tanker,18165.76,"Higgins, Adkins and Cooper",Delivered
TR0898,OR0898,Pipeline,2208.44,Alvarez-Gilbert,Delivered
TR0899,OR0899,Rail Tanker,19202.81,Jones LLC,Pending
TR0900,OR0900,Ship,7776.35,Johnson Inc,Delivered
TR0901,OR0901,Ship,16823.69,"Hatfield, Hicks and Gomez",In Transit
TR0902,OR0902,Rail Tanker,8517.17,Guzman-Mcintyre,Pending
TR0903,OR0903,Tanker Truck,12694.08,Webster-Garcia,Delivered
TR0904,OR0904,Rail Tanker,2091.38,Morton-Cabrera,In Transit
TR0905,OR0905,Tanker Truck,11454.68,Baker-Sawyer,In Transit
TR0906,OR0906,Rail Tanker,9714.23,"Wood, Charles and Nelson",Pending
TR0907,OR0907,Pipeline,4684.87,Schroeder-Pierce,Delivered
TR0908,OR0908,Rail Tanker,5043.37,Contreras-Jones,In Transit
TR0909,OR0909,Pipeline,3819.83,Santana and Sons,In Transit
TR0910,OR0910,Tanker Truck,15924.58,"Richards, French and Fisher",In Transit
TR0911,OR0911,Tanker Truck,15328.32,Andrews and Sons,Pending
TR0912,OR0912,Pipeline,9727.3,Williams-Waller,Pending
TR0913,OR0913,Ship,1023.26,Foster Ltd,Delivered
TR0914,OR0914,Tanker Truck,6604.14,Hall-Evans,Pending
TR0915,OR0915,Rail Tanker,15113.7,Brown-Roy,In Transit
TR0916,OR0916,Pipeline,2048.73,Flores-Alexander,Delivered
TR0917,OR0917,Rail Tanker,18904.92,"Wilson, Diaz and Bolton",Pending
TR0918,OR0918,Pipeline,14811.52,Jackson and Sons,Delivered
TR0919,OR0919,Rail Tanker,6279.66,"Warren, Dean and Henderson",Pending
TR0920,OR0920,Tanker Truck,4147.81,Williamson Inc,Delivered
TR0921,OR0921,Tanker Truck,14672.7,Hall Group,In Transit
TR0922,OR0922,Pipeline,19639.73,"Ward, James and Vargas",Pending
TR0923,OR0923,Ship,1469.39,Robles-Wolfe,Delivered
TR0924,OR0924,Pipeline,12697.48,Lambert-Clark,Delivered
TR0925,OR0925,Pipeline,19630.46,Obrien and Sons,Pending
TR0926,OR0926,Rail Tanker,11749.24,Lee PLC,In Transit
TR0927,OR0927,Rail Tanker,13195.5,Hughes and Sons,Pending
TR0928,OR0928,Ship,10029.64,Diaz-Mccoy,Delivered
TR0929,OR0929,Tanker Truck,14774.81,Mcgee Group,In Transit
TR0930,OR0930,Rail Tanker,8499.63,"Bennett, Reese and Brown",In Transit
TR0931,OR0931,Pipeline,5303.07,Proctor-Kent,Pending
TR0932,OR0932,Pipeline,7183.8,Gonzalez-Ingram,Delivered
TR0933,OR0933,Tanker Truck,1094.83,"Sanders, Harris and Williams",Delivered
TR0934,OR0934,Ship,10927.0,Campbell Ltd,In Transit
TR0935,OR0935,Ship,6336.67,"Gonzalez, Cooper and Wright",In Transit
TR0936,OR0936,Tanker Truck,5315.94,Wheeler Inc,In Transit
TR0937,OR0937,Ship,18945.86,"Wells, Lang and Hale",In Transit
TR0938,OR0938,Tanker Truck,4580.69,"Martinez, Colon and Moyer",Pending
TR0939,OR0939,Rail Tanker,9050.73,"Stewart, Sanchez and Miller",Pending
TR0940,OR0940,Rail Tanker,2306.29,Meadows PLC,In Transit
TR0941,OR0941,Rail Tanker,2637.65,Hernandez PLC,In Transit
TR0942,OR0942,Tanker Truck,19750.81,Howard and Sons,Pending
TR0943,OR0943,Tanker Truck,8626.57,"Johnston, Lucas and Singleton",In Transit
TR0944,OR0944,Rail Tanker,5346.48,"Davis, Neal and Bennett",In Transit
TR0945,OR0945,Tanker Truck,7445.92,Mckee PLC,Pending
TR0946,OR0946,Ship,9215.98,"Stephens, Robinson and Walker",Pending
TR0947,OR0947,Tanker Truck,1104.06,Hardy-Robinson,Delivered
TR0948,OR0948,Pipeline,4944.28,"Shepherd, Roy and Owen",Pending
TR0949,OR0949,Rail Tanker,18829.2,James-Tyler,Delivered
TR0950,OR0950,Ship,18028.59,Gallegos-Reid,In Transit
TR0951,OR0951,Ship,10715.3,Garcia-Nicholson,Delivered
TR0952,OR0952,Tanker Truck,11518.16,"Galvan, Harvey and Rhodes",In Transit
TR0953,OR0953,Tanker Truck,17977.01,Nunez Group,Delivered
TR0954,OR0954,Rail Tanker,4877.58,Francis-Johnson,Pending
TR0955,OR0955,Rail Tanker,1048.92,"Saunders, Garner and Lopez",Delivered
TR0956,OR0956,Tanker Truck,16227.25,"Green, Ross and Green",Pending
TR0957,OR0957,Pipeline,17928.74,"Harris, Shaw and Benjamin",Delivered
TR0958,OR0958,Rail Tanker,5774.01,"Rodriguez, Baker and Fields",Delivered
TR0959,OR0959,Rail Tanker,6560.03,Rodriguez-Wagner,In Transit
TR0960,OR0960,Rail Tanker,4705.31,Lewis-Wallace,Delivered
TR0961,OR0961,Ship,7651.14,"Curtis, Johnson and Rogers",Delivered
TR0962,OR0962,Tanker Truck,15728.72,Underwood-Edwards,Pending
TR0963,OR0963,Pipeline,1873.62,Hayes Group,In Transit
TR0964,OR0964,Rail Tanker,4106.12,Spears-Barnett,In Transit
TR0965,OR0965,Pipeline,5294.97,Cervantes-Wilson,Pending
TR0966,OR0966,Pipeline,6177.96,Lyons Ltd,Delivered
TR0967,OR0967,Ship,6697.23,"Simmons, Mendoza and Cooper",Delivered
TR0968,OR0968,Rail Tanker,16789.99,"Chen, Davis and Deleon",In Transit
TR0969,OR0969,Pipeline,15016.44,"Anderson, Murphy and Wilson",Pending
TR0970,OR0970,Rail Tanker,10691.22,Hill PLC,Delivered
TR0971,OR0971,Rail Tanker,14389.52,Lara-Roach,Delivered
TR0972,OR0972,Tanker Truck,7267.45,Conner-Swanson,In Transit
TR0973,OR0973,Rail Tanker,17587.72,"Rodgers, Ortiz and Rodriguez",In Transit
TR0974,OR0974,Rail Tanker,13027.61,"Lee, Hart and Bass",In Transit
TR0975,OR0975,Ship,12132.21,"Wood, Salinas and Perez",In Transit
TR0976,OR0976,Ship,6902.32,Pope Inc,In Transit
TR0977,OR0977,Rail Tanker,15655.11,Boone Inc,In Transit
TR0978,OR0978,Pipeline,7405.96,Torres Group,Delivered
TR0979,OR0979,Tanker Truck,7885.69,Blevins PLC,Pending
TR0980,OR0980,Pipeline,17976.79,Black-Schmidt,In Transit
TR0981,OR0981,Pipeline,8776.28,Ritter-Roberts,Pending
TR0982,OR0982,Ship,4750.58,Burke PLC,Delivered
TR0983,OR0983,Pipeline,16328.87,"Sullivan, Gilbert and Hicks",Pending
TR0984,OR0984,Rail Tanker,18942.51,Wilkinson LLC,Pending
TR0985,OR0985,Tanker Truck,9781.09,Roberts PLC,Pending
TR0986,OR0986,Pipeline,4557.63,"Miller, Wilson and Moore",In Transit
TR0987,OR0987,Ship,4158.65,Taylor Ltd,Pending
TR0988,OR0988,Tanker Truck,7118.61,Martin PLC,In Transit
TR0989,OR0989,Pipeline,8311.17,Carrillo-Ramos,In Transit
TR0990,OR0990,Pipeline,16943.16,Stewart-Walters,Pending
TR0991,OR0991,Rail Tanker,19380.27,Taylor-Schneider,Delivered
TR0992,OR0992,Pipeline,4669.09,Morris and Sons,Delivered
TR0993,OR0993,Pipeline,5247.94,Brown LLC,Delivered
TR0994,OR0994,Rail Tanker,2681.17,Blake-Gonzalez,In Transit
TR0995,OR0995,Tanker Truck,17113.99,Richard-Campbell,Pending
TR0996,OR0996,Tanker Truck,10378.36,Villa PLC,Pending
TR0997,OR0997,Pipeline,17063.96,"Jensen, Price and Cowan",In Transit
TR0998,OR0998,Pipeline,2346.54,"Garza, Bentley and Martinez",In Transit
TR0999,OR0999,Ship,1463.35,"Perry, Graham and Green",Delivered
TR1000,OR1000,Rail Tanker,1706.5,"Bates, Brown and Garcia",Delivered
