PaymentID,SaleID,SupplierID,PaymentDate,Amount,PaymentType
PA0853,SA0853,SU009,2024-01-23,6213.78,Bank Transfer
PA0854,SA0854,SU006,2024-01-30,4119.070000000001,Credit
PA0855,SA0855,SU008,2024-01-22,4225.04,Mobile Payment
PA0856,SA0856,SU005,2024-01-24,17587.16,Cash
PA0857,SA0857,SU010,2024-01-29,16579.83,Credit
PA0858,SA0858,SU010,2024-02-01,1881.8100000000002,Credit
PA0859,SA0859,SU003,2024-01-13,21699.13,Cash
PA0860,SA0860,SU006,2024-01-15,8696.349999999999,Credit
PA0861,SA0861,SU003,2024-01-14,10306.27,Cash
PA0862,SA0862,SU003,2024-01-20,1336.54,Credit
PA0863,SA0863,SU001,2024-01-14,9977.6,Credit
PA0864,SA0864,SU007,2024-01-14,18185.850000000002,Credit
PA0865,SA0865,SU006,2024-02-03,13218.75,Mobile Payment
PA0866,SA0866,SU008,2024-01-22,16565.2,Cash
PA0867,SA0867,SU006,2024-01-08,17430.72,Cash
PA0868,SA0868,SU009,2024-02-04,903.5400000000001,Credit
PA0869,SA0869,SU001,2024-02-03,10451.119999999999,Bank Transfer
PA0870,SA0870,SU003,2024-01-21,10442.49,Mobile Payment
PA0871,SA0871,SU004,2024-01-18,15775.16,Credit
PA0872,SA0872,SU010,2024-01-13,13869.77,Mobile Payment
PA0873,SA0873,SU003,2024-02-07,23689.0,Cash
PA0874,SA0874,SU001,2024-01-13,14158.38,Bank Transfer
PA0875,SA0875,SU003,2024-02-02,29555.010000000002,Credit
PA0876,SA0876,SU006,2024-01-14,16220.61,Credit
PA0877,SA0877,SU001,2024-01-26,30877.99,Mobile Payment
PA0878,SA0878,SU003,2024-01-15,3944.88,Bank Transfer
PA0879,SA0879,SU003,2024-01-10,10276.779999999999,Cash
PA0880,SA0880,SU006,2024-01-20,20346.719999999998,Cash
PA0881,SA0881,SU006,2024-01-16,8137.85,Bank Transfer
PA0882,SA0882,SU007,2024-02-04,14773.9,Cash
PA0883,SA0883,SU002,2024-01-17,2507.45,Credit
PA0884,SA0884,SU004,2024-01-19,5006.58,Mobile Payment
PA0885,SA0885,SU003,2024-01-27,17110.04,Bank Transfer
PA0886,SA0886,SU009,2024-01-11,2649.12,Credit
PA0887,SA0887,SU005,2024-01-27,12545.52,Bank Transfer
PA0888,SA0888,SU001,2024-01-14,20700.0,Cash
PA0889,SA0889,SU010,2024-01-13,15493.289999999999,Bank Transfer
PA0890,SA0890,SU003,2024-01-07,9186.61,Credit
PA0891,SA0891,SU007,2024-01-20,15162.38,Credit
PA0892,SA0892,SU007,2024-02-04,15337.84,Credit
PA0893,SA0893,SU001,2024-01-25,4494.2,Bank Transfer
PA0894,SA0894,SU004,2024-01-12,3703.99,Mobile Payment
PA0895,SA0895,SU003,2024-01-19,12740.02,Mobile Payment
PA0896,SA0896,SU006,2024-01-30,13029.89,Cash
PA0897,SA0897,SU009,2024-02-08,1586.2700000000002,Credit
PA0898,SA0898,SU010,2024-01-30,11258.93,Credit
PA0899,SA0899,SU001,2024-01-20,10437.02,Credit
PA0900,SA0900,SU006,2024-02-09,14023.83,Bank Transfer
PA0901,SA0901,SU007,2024-02-01,25613.13,Mobile Payment
PA0902,SA0902,SU007,2024-01-17,26516.46,Bank Transfer
PA0903,SA0903,SU001,2024-01-14,15794.039999999999,Credit
PA0904,SA0904,SU009,2024-02-09,16697.02,Bank Transfer
PA0905,SA0905,SU010,2024-01-26,19957.559999999998,Mobile Payment
PA0906,SA0906,SU001,2024-01-08,3847.59,Cash
PA0907,SA0907,SU006,2024-02-04,22033.850000000002,Bank Transfer
PA0908,SA0908,SU009,2024-02-08,8179.349999999999,Bank Transfer
PA0909,SA0909,SU010,2024-01-31,21501.05,Cash
PA0910,SA0910,SU008,2024-02-01,2108.56,Mobile Payment
PA0911,SA0911,SU006,2024-01-14,4354.110000000001,Mobile Payment
PA0912,SA0912,SU008,2024-01-19,11644.199999999999,Bank Transfer
PA0913,SA0913,SU001,2024-02-03,9087.61,Bank Transfer
PA0914,SA0914,SU005,2024-02-09,29286.8,Mobile Payment
PA0915,SA0915,SU006,2024-01-13,9301.800000000001,Cash
PA0916,SA0916,SU008,2024-01-27,8262.59,Cash
PA0917,SA0917,SU003,2024-01-15,3002.25,Mobile Payment
PA0918,SA0918,SU001,2024-01-23,5266.72,Cash
PA0919,SA0919,SU009,2024-01-28,24386.0,Cash
PA0920,SA0920,SU009,2024-01-21,15333.99,Mobile Payment
PA0921,SA0921,SU006,2024-01-26,5944.38,Mobile Payment
PA0922,SA0922,SU010,2024-01-10,3098.54,Mobile Payment
PA0923,SA0923,SU001,2024-01-12,6468.95,Bank Transfer
PA0924,SA0924,SU002,2024-01-18,11741.210000000001,Bank Transfer
PA0925,SA0925,SU007,2024-01-31,14828.85,Bank Transfer
PA0926,SA0926,SU005,2024-01-26,238.56,Credit
PA0927,SA0927,SU002,2024-01-19,17795.6,Mobile Payment
PA0928,SA0928,SU008,2024-01-18,4889.5599999999995,Mobile Payment
PA0929,SA0929,SU008,2024-01-15,3655.02,Cash
PA0930,SA0930,SU005,2024-01-24,4241.83,Mobile Payment
PA0931,SA0931,SU008,2024-02-04,6814.849999999999,Mobile Payment
PA0932,SA0932,SU006,2024-01-23,19264.399999999998,Mobile Payment
PA0933,SA0933,SU001,2024-01-25,7983.29,Cash
PA0934,SA0934,SU001,2024-01-20,28945.68,Credit
PA0935,SA0935,SU010,2024-02-04,4832.95,Bank Transfer
PA0936,SA0936,SU010,2024-02-05,9919.11,Mobile Payment
PA0937,SA0937,SU009,2024-01-21,5700.92,Credit
PA0938,SA0938,SU006,2024-02-05,14862.710000000001,Mobile Payment
PA0939,SA0939,SU006,2024-01-23,9474.45,Cash
PA0940,SA0940,SU001,2024-01-07,21480.69,Bank Transfer
PA0941,SA0941,SU010,2024-01-31,26448.54,Mobile Payment
PA0942,SA0942,SU009,2024-01-31,13856.95,Mobile Payment
PA0943,SA0943,SU006,2024-01-17,371.5,Mobile Payment
PA0944,SA0944,SU009,2024-01-24,17547.190000000002,Cash
PA0945,SA0945,SU009,2024-01-21,20197.16,Bank Transfer
PA0946,SA0946,SU006,2024-01-12,1703.6699999999998,Credit
PA0947,SA0947,SU009,2024-01-19,7331.27,Bank Transfer
PA0948,SA0948,SU007,2024-01-21,5055.59,Mobile Payment
PA0949,SA0949,SU001,2024-01-18,26117.620000000003,Cash
PA0950,SA0950,SU003,2024-01-19,3815.0,Mobile Payment
PA0951,SA0951,SU008,2024-01-24,5962.01,Bank Transfer
PA0952,SA0952,SU010,2024-01-23,11100.82,Credit
PA0953,SA0953,SU004,2024-01-10,9009.07,Credit
PA0954,SA0954,SU006,2024-02-06,17541.879999999997,Cash
PA0955,SA0955,SU003,2024-01-08,13541.05,Credit
PA0956,SA0956,SU002,2024-02-02,25107.41,Cash
PA0957,SA0957,SU010,2024-01-24,4087.31,Mobile Payment
PA0958,SA0958,SU003,2024-01-10,14014.349999999999,Bank Transfer
PA0959,SA0959,SU007,2024-01-17,16112.76,Bank Transfer
PA0960,SA0960,SU003,2024-01-16,2564.54,Cash
PA0961,SA0961,SU009,2024-01-24,19192.5,Mobile Payment
PA0962,SA0962,SU003,2024-01-28,9352.93,Cash
PA0963,SA0963,SU003,2024-01-30,12013.16,Mobile Payment
PA0964,SA0964,SU006,2024-01-24,11760.75,Bank Transfer
PA0965,SA0965,SU002,2024-02-06,17456.36,Cash
PA0966,SA0966,SU009,2024-02-06,6968.56,Credit
PA0967,SA0967,SU008,2024-02-05,3322.8999999999996,Cash
PA0968,SA0968,SU008,2024-01-16,20183.38,Mobile Payment
PA0969,SA0969,SU001,2024-01-26,1522.73,Credit
PA0970,SA0970,SU004,2024-02-04,6547.63,Cash
PA0971,SA0971,SU004,2024-01-20,23098.940000000002,Cash
PA0972,SA0972,SU002,2024-01-20,13635.480000000001,Bank Transfer
PA0973,SA0973,SU010,2024-01-08,3731.0400000000004,Bank Transfer
PA0974,SA0974,SU003,2024-01-22,7602.71,Mobile Payment
PA0975,SA0975,SU007,2024-01-28,1234.6100000000001,Bank Transfer
PA0976,SA0976,SU002,2024-02-02,12455.33,Bank Transfer
PA0977,SA0977,SU007,2024-02-02,6016.650000000001,Credit
PA0978,SA0978,SU003,2024-01-11,4391.7,Credit
PA0979,SA0979,SU008,2024-01-10,9199.05,Credit
PA0980,SA0980,SU004,2024-01-21,16540.58,Cash
PA0981,SA0981,SU004,2024-01-28,888.01,Cash
PA0982,SA0982,SU005,2024-01-26,14715.25,Credit
PA0983,SA0983,SU002,2024-01-29,841.4199999999998,Bank Transfer
PA0984,SA0984,SU001,2024-02-10,24011.82,Bank Transfer
PA0985,SA0985,SU001,2024-01-26,2828.0,Credit
PA0986,SA0986,SU006,2024-01-25,5179.12,Bank Transfer
PA0987,SA0987,SU008,2024-01-12,31707.96,Credit
PA0988,SA0988,SU007,2024-01-29,9208.42,Bank Transfer
PA0989,SA0989,SU001,2024-01-20,5686.82,Bank Transfer
PA0990,SA0990,SU008,2024-02-06,12978.15,Credit
PA0991,SA0991,SU002,2024-01-21,17984.309999999998,Cash
PA0992,SA0992,SU007,2024-01-21,12515.2,Mobile Payment
PA0993,SA0993,SU003,2024-01-17,3090.3599999999997,Cash
PA0994,SA0994,SU004,2024-02-02,15379.16,Credit
PA0995,SA0995,SU008,2024-01-23,12028.890000000001,Mobile Payment
PA0996,SA0996,SU010,2024-01-30,362.98,Credit
PA0997,SA0997,SU006,2024-01-19,11593.380000000001,Credit
PA0998,SA0998,SU006,2024-02-09,19806.18,Bank Transfer
PA0999,SA0999,SU007,2024-01-09,6364.52,Bank Transfer
PA1000,SA1000,SU007,2024-02-01,5770.120000000001,Credit
