OrderID,ClientID,ProductID,LocationID,Quantity,OrderDate,Status
OR0811,CL009,PR005,LO063,6445.62,2024-01-09,Pending
OR0812,CL044,PR004,LO019,9236.66,2024-01-23,Fulfilled
OR0813,CL035,PR005,LO092,6301.5,2024-01-10,Fulfilled
OR0814,CL037,PR001,LO006,9337.65,2024-01-11,Fulfilled
OR0815,CL037,PR004,LO088,8969.61,2024-01-19,Pending
OR0816,CL013,PR005,LO012,8408.4,2024-01-19,Fulfilled
OR0817,CL026,PR001,LO052,4944.32,2024-01-16,Pending
OR0818,CL041,PR001,LO083,4386.54,2024-01-24,Pending
OR0819,CL006,PR001,LO048,5226.17,2024-01-11,Fulfilled
OR0820,CL024,PR003,LO074,3699.61,2024-01-11,Pending
OR0821,CL042,PR002,LO084,2860.89,2024-01-13,Pending
OR0822,CL007,PR004,LO037,6680.71,2024-01-12,Pending
OR0823,CL048,PR005,LO018,5525.36,2024-01-18,Fulfilled
OR0824,CL043,PR002,LO095,3075.29,2024-01-16,Fulfilled
OR0825,CL048,PR002,LO099,2181.14,2024-01-12,Pending
OR0826,CL019,PR003,LO082,6891.79,2024-01-30,Pending
OR0827,CL044,PR003,LO049,2155.68,2024-01-04,Fulfilled
OR0828,CL013,PR005,LO098,2900.42,2024-01-11,Fulfilled
OR0829,CL017,PR004,LO051,1990.63,2024-01-23,Fulfilled
OR0830,CL024,PR005,LO011,6246.12,2024-01-19,Fulfilled
OR0831,CL029,PR002,LO053,1986.0,2024-01-17,Fulfilled
OR0832,CL015,PR004,LO058,3495.13,2024-01-12,Pending
OR0833,CL020,PR001,LO025,7806.45,2024-01-07,Fulfilled
OR0834,CL037,PR002,LO088,3761.05,2024-01-01,Fulfilled
OR0835,CL050,PR004,LO034,8124.08,2024-01-03,Fulfilled
OR0836,CL023,PR005,LO045,5798.9,2024-01-11,Pending
OR0837,CL020,PR002,LO089,6025.86,2024-01-18,Fulfilled
OR0838,CL045,PR001,LO096,2718.24,2024-01-07,Fulfilled
OR0839,CL023,PR002,LO055,1683.71,2024-01-14,Fulfilled
OR0840,CL049,PR005,LO048,6171.6,2024-01-09,Fulfilled
OR0841,CL024,PR004,LO075,4746.05,2024-01-08,Fulfilled
OR0842,CL013,PR003,LO097,4704.35,2024-01-26,Fulfilled
OR0843,CL027,PR004,LO070,4657.77,2024-01-02,Fulfilled
OR0844,CL011,PR002,LO051,3356.16,2024-01-08,Fulfilled
OR0845,CL016,PR004,LO051,5945.36,2024-01-04,Pending
OR0846,CL033,PR003,LO010,6892.33,2024-01-20,Pending
OR0847,CL030,PR001,LO031,6337.6,2024-01-30,Fulfilled
OR0848,CL006,PR002,LO045,3411.29,2024-01-29,Pending
OR0849,CL035,PR001,LO089,9665.49,2024-01-04,Fulfilled
OR0850,CL049,PR001,LO031,3221.21,2024-01-28,Fulfilled
OR0851,CL003,PR003,LO045,8236.61,2024-01-04,Fulfilled
OR0852,CL045,PR002,LO097,3849.81,2024-01-14,Fulfilled
OR0853,CL032,PR004,LO066,1903.6,2024-01-14,Pending
OR0854,CL041,PR003,LO019,1907.32,2024-01-22,Fulfilled
OR0855,CL044,PR003,LO010,2535.55,2024-01-18,Pending
OR0856,CL019,PR001,LO025,7010.0,2024-01-14,Fulfilled
OR0857,CL043,PR002,LO056,6905.43,2024-01-19,Fulfilled
OR0858,CL015,PR002,LO075,659.83,2024-01-27,Fulfilled
OR0859,CL048,PR003,LO087,7436.93,2024-01-05,Pending
OR0860,CL037,PR004,LO067,2771.83,2024-01-08,Fulfilled
OR0861,CL048,PR002,LO080,3293.7,2024-01-10,Fulfilled
OR0862,CL007,PR002,LO055,421.57,2024-01-13,Fulfilled
OR0863,CL027,PR003,LO064,3587.14,2024-01-05,Pending
OR0864,CL028,PR005,LO007,6549.26,2024-01-06,Fulfilled
OR0865,CL045,PR004,LO015,7235.93,2024-01-25,Pending
OR0866,CL003,PR003,LO081,8919.1,2024-01-13,Fulfilled
OR0867,CL040,PR002,LO069,5160.39,2024-01-03,Pending
OR0868,CL041,PR005,LO039,429.67,2024-01-27,Fulfilled
OR0869,CL024,PR001,LO032,5210.63,2024-01-25,Fulfilled
OR0870,CL004,PR001,LO085,5848.87,2024-01-11,Fulfilled
OR0871,CL008,PR004,LO019,8672.73,2024-01-14,Pending
OR0872,CL022,PR001,LO005,9073.74,2024-01-08,Pending
OR0873,CL025,PR005,LO061,7143.23,2024-01-27,Pending
OR0874,CL033,PR002,LO088,8402.54,2024-01-06,Fulfilled
OR0875,CL049,PR004,LO027,9152.69,2024-01-26,Pending
OR0876,CL009,PR004,LO044,6015.38,2024-01-07,Fulfilled
OR0877,CL039,PR002,LO048,9002.96,2024-01-22,Pending
OR0878,CL008,PR002,LO090,1184.65,2024-01-03,Fulfilled
OR0879,CL022,PR002,LO091,5410.67,2024-01-03,Pending
OR0880,CL008,PR001,LO041,8088.61,2024-01-09,Pending
OR0881,CL001,PR005,LO081,2845.61,2024-01-08,Fulfilled
OR0882,CL007,PR005,LO069,4464.97,2024-01-28,Fulfilled
OR0883,CL021,PR002,LO082,1224.27,2024-01-13,Fulfilled
OR0884,CL030,PR002,LO003,3012.02,2024-01-16,Pending
OR0885,CL033,PR004,LO010,5182.13,2024-01-18,Pending
OR0886,CL012,PR004,LO071,824.74,2024-01-02,Pending
OR0887,CL011,PR002,LO046,4147.03,2024-01-20,Fulfilled
OR0888,CL005,PR005,LO019,7541.96,2024-01-08,Pending
OR0889,CL010,PR001,LO024,4987.48,2024-01-07,Fulfilled
OR0890,CL038,PR003,LO020,6139.53,2024-01-02,Pending
OR0891,CL023,PR005,LO056,5872.84,2024-01-15,Pending
OR0892,CL014,PR004,LO072,6810.29,2024-01-28,Fulfilled
OR0893,CL029,PR005,LO016,2731.02,2024-01-13,Fulfilled
OR0894,CL018,PR002,LO069,2462.78,2024-01-06,Pending
OR0895,CL035,PR003,LO050,6412.81,2024-01-14,Fulfilled
OR0896,CL042,PR001,LO038,7796.74,2024-01-20,Pending
OR0897,CL036,PR003,LO011,532.55,2024-01-29,Pending
OR0898,CL030,PR003,LO036,3422.57,2024-01-21,Pending
OR0899,CL010,PR002,LO035,3038.62,2024-01-11,Pending
OR0900,CL026,PR001,LO045,4068.08,2024-01-30,Pending
OR0901,CL047,PR003,LO010,8752.93,2024-01-26,Pending
OR0902,CL024,PR003,LO060,8385.24,2024-01-15,Pending
OR0903,CL033,PR001,LO050,9959.16,2024-01-04,Pending
OR0904,CL013,PR003,LO069,9134.66,2024-01-29,Fulfilled
OR0905,CL043,PR003,LO012,7399.71,2024-01-22,Fulfilled
OR0906,CL041,PR001,LO058,1588.14,2024-01-04,Fulfilled
OR0907,CL037,PR002,LO014,8765.58,2024-01-29,Fulfilled
OR0908,CL027,PR004,LO009,4640.53,2024-01-30,Pending
OR0909,CL012,PR004,LO055,6767.85,2024-01-21,Pending
OR0910,CL021,PR002,LO072,1493.89,2024-01-25,Fulfilled
OR0911,CL001,PR005,LO070,1543.08,2024-01-11,Pending
OR0912,CL036,PR004,LO028,7801.78,2024-01-10,Pending
OR0913,CL036,PR005,LO018,6068.71,2024-01-27,Fulfilled
OR0914,CL047,PR005,LO010,8935.03,2024-01-30,Fulfilled
OR0915,CL028,PR002,LO010,4063.33,2024-01-09,Pending
OR0916,CL049,PR004,LO012,4629.39,2024-01-17,Fulfilled
OR0917,CL027,PR002,LO036,1912.84,2024-01-05,Pending
OR0918,CL040,PR001,LO050,2668.04,2024-01-13,Pending
OR0919,CL005,PR001,LO034,8840.03,2024-01-17,Fulfilled
OR0920,CL048,PR005,LO071,9151.42,2024-01-14,Fulfilled
OR0921,CL030,PR002,LO074,2757.99,2024-01-16,Pending
OR0922,CL030,PR003,LO100,1839.16,2024-01-04,Fulfilled
OR0923,CL009,PR003,LO100,3311.16,2024-01-07,Fulfilled
OR0924,CL015,PR002,LO056,6496.93,2024-01-12,Fulfilled
OR0925,CL034,PR001,LO040,7603.72,2024-01-26,Fulfilled
OR0926,CL024,PR002,LO017,179.9,2024-01-18,Fulfilled
OR0927,CL028,PR002,LO031,6987.91,2024-01-15,Fulfilled
OR0928,CL037,PR002,LO015,2539.93,2024-01-12,Pending
OR0929,CL018,PR005,LO016,2230.81,2024-01-10,Pending
OR0930,CL034,PR004,LO037,1967.67,2024-01-22,Pending
OR0931,CL009,PR001,LO010,3451.07,2024-01-27,Fulfilled
OR0932,CL008,PR004,LO074,6031.91,2024-01-20,Fulfilled
OR0933,CL013,PR002,LO055,2903.16,2024-01-21,Fulfilled
OR0934,CL019,PR002,LO088,9182.75,2024-01-09,Fulfilled
OR0935,CL002,PR001,LO056,2053.8,2024-01-26,Pending
OR0936,CL005,PR003,LO050,4375.95,2024-01-27,Fulfilled
OR0937,CL043,PR004,LO073,1796.84,2024-01-15,Pending
OR0938,CL001,PR004,LO068,4628.02,2024-01-23,Pending
OR0939,CL001,PR004,LO067,5233.91,2024-01-12,Pending
OR0940,CL004,PR003,LO059,9921.13,2024-01-04,Fulfilled
OR0941,CL040,PR004,LO061,7883.08,2024-01-26,Fulfilled
OR0942,CL013,PR004,LO087,6632.71,2024-01-27,Pending
OR0943,CL047,PR003,LO055,237.38,2024-01-08,Fulfilled
OR0944,CL029,PR003,LO058,7910.13,2024-01-14,Fulfilled
OR0945,CL009,PR004,LO031,6801.89,2024-01-11,Pending
OR0946,CL014,PR002,LO063,1230.27,2024-01-08,Pending
OR0947,CL044,PR003,LO042,2303.22,2024-01-10,Pending
OR0948,CL030,PR004,LO074,3091.7,2024-01-13,Fulfilled
OR0949,CL035,PR001,LO095,8691.62,2024-01-10,Pending
OR0950,CL031,PR003,LO079,1784.26,2024-01-11,Fulfilled
OR0951,CL039,PR001,LO059,3072.15,2024-01-20,Pending
OR0952,CL003,PR003,LO024,6796.66,2024-01-12,Fulfilled
OR0953,CL010,PR002,LO013,3859.79,2024-01-06,Fulfilled
OR0954,CL030,PR002,LO062,5897.23,2024-01-25,Fulfilled
OR0955,CL050,PR001,LO041,5278.32,2024-01-04,Pending
OR0956,CL050,PR005,LO072,8158.6,2024-01-29,Pending
OR0957,CL010,PR002,LO043,2579.08,2024-01-20,Pending
OR0958,CL007,PR003,LO067,7890.08,2024-01-06,Pending
OR0959,CL013,PR002,LO018,6304.64,2024-01-14,Pending
OR0960,CL044,PR003,LO014,1060.24,2024-01-10,Fulfilled
OR0961,CL008,PR005,LO081,8100.72,2024-01-16,Fulfilled
OR0962,CL017,PR001,LO086,4178.79,2024-01-22,Pending
OR0963,CL038,PR002,LO028,5576.44,2024-01-21,Pending
OR0964,CL037,PR003,LO043,3656.32,2024-01-13,Fulfilled
OR0965,CL022,PR004,LO009,6339.32,2024-01-26,Pending
OR0966,CL004,PR003,LO033,4195.6,2024-01-26,Pending
OR0967,CL028,PR005,LO009,1803.14,2024-01-28,Fulfilled
OR0968,CL041,PR004,LO026,6736.0,2024-01-12,Fulfilled
OR0969,CL049,PR004,LO070,724.2,2024-01-21,Fulfilled
OR0970,CL013,PR004,LO048,1977.53,2024-01-27,Fulfilled
OR0971,CL035,PR005,LO011,7702.39,2024-01-07,Pending
OR0972,CL025,PR003,LO086,8623.28,2024-01-09,Pending
OR0973,CL049,PR002,LO087,1440.99,2024-01-03,Pending
OR0974,CL022,PR001,LO028,3873.73,2024-01-12,Fulfilled
OR0975,CL047,PR005,LO007,601.16,2024-01-20,Fulfilled
OR0976,CL045,PR003,LO037,4685.72,2024-01-30,Fulfilled
OR0977,CL043,PR005,LO047,2030.14,2024-01-25,Fulfilled
OR0978,CL036,PR002,LO042,2392.99,2024-01-07,Pending
OR0979,CL009,PR004,LO025,3876.78,2024-01-03,Fulfilled
OR0980,CL013,PR001,LO014,5354.49,2024-01-15,Fulfilled
OR0981,CL017,PR002,LO013,630.94,2024-01-21,Pending
OR0982,CL040,PR001,LO053,6531.3,2024-01-22,Fulfilled
OR0983,CL023,PR005,LO079,633.74,2024-01-19,Pending
OR0984,CL041,PR002,LO035,7658.6,2024-01-31,Pending
OR0985,CL038,PR001,LO048,1174.04,2024-01-15,Pending
OR0986,CL044,PR005,LO003,3417.21,2024-01-20,Pending
OR0987,CL022,PR002,LO086,9397.56,2024-01-06,Pending
OR0988,CL022,PR001,LO059,4753.24,2024-01-17,Fulfilled
OR0989,CL017,PR005,LO062,1840.9,2024-01-11,Fulfilled
OR0990,CL012,PR003,LO053,4035.03,2024-01-26,Fulfilled
OR0991,CL036,PR003,LO038,9926.38,2024-01-16,Fulfilled
OR0992,CL032,PR001,LO096,5387.82,2024-01-10,Fulfilled
OR0993,CL022,PR004,LO021,1461.04,2024-01-13,Pending
OR0994,CL026,PR002,LO033,5840.79,2024-01-24,Pending
OR0995,CL036,PR005,LO021,6887.63,2024-01-13,Pending
OR0996,CL040,PR005,LO002,176.67,2024-01-21,Fulfilled
OR0997,CL017,PR003,LO043,7443.36,2024-01-09,Pending
OR0998,CL047,PR003,LO094,9434.34,2024-01-31,Pending
OR0999,CL030,PR005,LO004,4339.24,2024-01-06,Fulfilled
OR1000,CL046,PR001,LO094,3213.36,2024-01-25,Fulfilled
